sampling_percentage,nominal_sampling_ratio,actual_sampling_ratio,retained_measurements_M,method,route_id,case_file,completion_status,rmse_normalized,rmse_gray_levels,tutorial_nrmse_relative_l2,psnr_section8_db,ssim_section8,psnr_plot_included,ssim_dynamic_range,metric_input_scale_divisor,clipping_applied,per_method_normalization_applied,benchmark_psnr_actual_reference_range_db,benchmark_ssim_actual_reference_range,source_reconstruction_hash_or_case_hash,omission_reason
20,0.20000000000000001,0.20001220703125,3277,TV-QC,tvqc_l1magic_cpu,c032.mat,completed,0.044870440039052981,11.441962209958509,0.085805073073572394,26.960793427437267,0.89310752407494609,True,1,255,False,False,27.013135829526,0.89341532215798203,2596225bde15a98c73fd19e93dab76fc0dbe9a982fb7ffcb44ba0cab0f63ebfc,
25,0.25,0.25,4096,TV-QC,tvqc_l1magic_cpu,c040.mat,completed,0.039333738860135574,10.030103409334572,0.075217322010064674,28.104695397180272,0.91765277772690268,True,1,255,False,False,28.157037799268998,0.91790416576123302,d0582bbbe0a9130903f22852e72f3c30f285441fdd1c6bc441d5b26dcc43e1f9,
30,0.29999999999999999,0.29998779296875,4915,TV-QC,tvqc_l1magic_cpu,c048.mat,completed,0.034259551482290602,8.7361856279841028,0.065514029188197015,29.304366540218858,0.93473680262608672,True,1,255,False,False,29.356708942307499,0.93487838518402699,aa3d1c579969c779c9ba13232e01a4249bc2a7767898cf89b32d72b56a0abd9d,
35,0.34999999999999998,0.3499755859375,5734,TV-QC,tvqc_l1magic_cpu,c056.mat,completed,0.031318739799957432,7.9862786489891455,0.059890358881451812,30.083914427132132,0.94676260353612918,True,1,255,False,False,30.136256829220802,0.94687800699017999,6c269932394133512fb087b4b90ce5a430310b560ec1dc51c639256ed08c6665,
40,0.40000000000000002,0.4000244140625,6554,TV-QC,tvqc_l1magic_cpu,c064.mat,completed,0.02746460760806016,7.0034749400553409,0.052520159389912953,31.224532028881264,0.956372602917963,True,1,255,False,False,31.276874430969901,0.95647175533476103,7ddb178e3c025dec3bf8fc560739cb8a6a1e09d1abfe9939d323c2641d514230,
45,0.45000000000000001,0.45001220703125,7373,TV-QC,tvqc_l1magic_cpu,c072.mat,completed,0.02393596744266864,6.103671697880503,0.045772393444710686,32.418980290716874,0.96464194135884895,True,1,255,False,False,32.4713226928056,0.96470695971869203,6be691e7f2aad544c5d67ed99d225454937fefb9f990bf1cf47cd34df22b3643,
50,0.5,0.5,8192,TV-QC,tvqc_l1magic_cpu,c080.mat,completed,0.020727262326695861,5.2854518933074441,0.039636434521464946,33.669161121581482,0.972300061155148,True,1,255,False,False,33.721503523670201,0.97232359900659604,50a9b61cf5869b26b8d038c6c023a529b5146fd4f754021d1a408213841630ff,
55,0.55000000000000004,0.54998779296875,9011,TV-QC,tvqc_l1magic_cpu,c088.mat,completed,0.01862085200439775,4.7483172611214259,0.035608377487248009,34.600009031708836,0.97699353637706765,True,1,255,False,False,34.652351433797499,0.97698591688714098,82051640b9154a09e063c9077203f50b0470e489a91f6ca8defca45c8152f3e0,
60,0.59999999999999998,0.5999755859375,9830,TV-QC,tvqc_l1magic_cpu,c096.mat,completed,0.016222581511175477,4.1367582853497469,0.031022200602376239,35.797600700585846,0.98147251684840597,True,1,255,False,False,35.849943102674501,0.98147724290798699,7cb61ef11a642814fbe66ee8c47c7bbb4a2228d4faa583fc307ec8758b34d8a9,
65,0.65000000000000002,0.6500244140625,10650,TV-QC,tvqc_l1magic_cpu,c104.mat,completed,0.014316007536395238,3.6505819217807858,0.027376287634199289,36.883561633114816,0.98557991297919756,True,1,255,False,False,36.9359040352035,0.98559901417264895,4b26bcc92f85ce80558addcd02b13e1cf912a1a04a130c64f175e6052ea14a7e,
70,0.69999999999999996,0.70001220703125,11469,TV-QC,tvqc_l1magic_cpu,c112.mat,completed,0.012355818466441966,3.1507337089427012,0.023627847319395805,38.162569620881612,0.98833392819905552,True,1,255,False,False,38.214912022970303,0.98834882672760704,268502dc6bbe594fa9cefce9db3edc74c9e719b7e825112bf496c1864629a3c1,
75,0.75,0.75,12288,TV-QC,tvqc_l1magic_cpu,c120.mat,completed,0.010132950234082555,2.5839023096910516,0.01937708956118088,39.885281805841345,0.99158436729431321,True,1,255,False,False,39.93762420793,0.99160283683539097,997f05d9f9a29de90c999ce7401078957265242775eaf07e280f486d8634ac91,
80,0.80000000000000004,0.79998779296875,13107,TV-QC,tvqc_l1magic_cpu,c128.mat,completed,0.0084785947967338619,2.1620416731671348,0.016213490339336424,41.433522394944688,0.99398305965561362,True,1,255,False,False,41.4858647970334,0.99399723865508305,9871e39e51336bb6447b5d9c4bcab69b9a90270c62de704aea79ec49c88ecb77,
85,0.84999999999999998,0.8499755859375,13926,TV-QC,tvqc_l1magic_cpu,c136.mat,completed,0.0067013934883243531,1.70885533952271,0.012814974790975315,43.476697613552233,0.99610643239771113,True,1,255,False,False,43.529040015640902,0.99612331909016805,37e79847b8faa5b88763df828c4dc6780e732083ecb464dcfe406425f90f7b4f,
90,0.90000000000000002,0.9000244140625,14746,TV-QC,tvqc_l1magic_cpu,c144.mat,completed,0.0046445618358628236,1.18436326814502,0.0088817263074326292,46.66110501443012,0.99797929543537411,True,1,255,False,False,46.713447416518797,0.99798625118756601,e9a7ba544804680d214d1881d98188cea4951d4f3045270ae41e3e9470b402ab,
95,0.94999999999999996,0.95001220703125,15565,TV-QC,tvqc_l1magic_cpu,c152.mat,completed,0.0026847032837454378,0.6845993373550866,0.0051339180369557825,51.422074119979612,0.99916058315514023,True,1,255,False,False,51.474416522068303,0.99916416855624102,d44aa96e39cf4b188fcee05d077fcc5f76a1515815b3230eb71bfca07ef79955,
100,1,1,16384,TV-QC,tvqc_l1magic_cpu,c160.mat,completed,5.2293458220750002e-05,0.013334831846291251,9.9999999999909989e-05,85.631052737502444,0.99999854203374217,False,1,255,False,False,85.683395139591099,0.99999855611769495,dc8f451b3475f90370977908e749cd3d9bbadbe7fe629d9facae084cd5ab5aac,
